index	original	background	difference
967	6318	2036	4282
968	6744	2373	4371
969	6767	2373	4394
970	6529	2167	4362
971	6493	2085	4408
972	6618	2162	4456
973	6769	2327	4442
974	6647	2229	4418
975	6449	2064	4385
976	6679	2278	4401
977	6825	2298	4527
978	6561	2115	4446
979	6534	2122	4412
980	6770	2330	4440
981	6919	2385	4534
982	6641	2166	4475
983	6643	2082	4561
984	6858	2324	4534
985	6937	2351	4586
986	6863	2240	4623
987	6743	2102	4641
988	6834	2282	4552
989	6791	2368	4423
990	6642	2125	4517
991	6607	2029	4578
992	6823	2332	4491
993	6882	2435	4447
994	6704	2174	4530
995	6517	2026	4491
996	6724	2292	4432
997	6857	2364	4493
998	6573	2148	4425
999	6581	2148	4433
1000	6825	2266	4559
1001	6860	2289	4571
1002	6644	2129	4515
1003	6512	2008	4504
1004	6821	2309	4512
1005	6921	2390	4531
1006	6589	2123	4466
1007	6523	2027	4496
1008	6739	2274	4465
1009	6932	2405	4527
1010	7095	2462	4633
1011	6796	2244	4552
1012	6634	2226	4408
1013	7069	2543	4526
1014	6847	2250	4597
1015	6624	2041	4583
1016	6754	2255	4499
1017	6898	2340	4558
1018	6795	2206	4589
1019	6629	2031	4598
1020	6874	2273	4601
1021	7054	2397	4657
1022	6995	2303	4692
1023	6980	2200	4780
1024	6949	2305	4644
1025	6936	2331	4605
1026	6790	2126	4664
1027	6687	2052	4635
1028	7015	2383	4632
1029	6987	2395	4592
1030	6892	2251	4641
1031	6803	2148	4655
1032	6893	2265	4628
1033	7001	2331	4670
1034	6915	2236	4679
1035	6806	2107	4699
1036	6932	2216	4716
1037	7163	2421	4742
1038	7014	2357	4657
1039	6906	2218	4688
1040	7041	2339	4702
1041	7102	2440	4662
1042	6835	2241	4594
1043	6626	2065	4561
1044	6708	2094	4614
1045	7105	2420	4685
1046	6983	2280	4703
1047	6730	2060	4670
1048	6961	2320	4641
1049	7085	2457	4628
1050	6889	2253	4636
1051	6747	2133	4614
1052	7039	2474	4565
1053	7107	2467	4640
1054	7406	2739	4667
1055	7026	2347	4679
1056	6889	2236	4653
1057	7035	2416	4619
1058	6828	2248	4580
